DISTRICT,ACTIVITY,DATE,RATING,PARTY,ASSEMBLY
CHENNAI,"Provided  rice, vegetables to the Cleaning Workers by MLA Mr.Aravind Ramesh in Neelankarai","Tuesday, May 26, 2020",2,DMK,SHOZHINGANALLUR
CHENNAI,"RR Sekhar, Member of the Perambur Legislative Council, distributed rice, lentils, edible oil, wheat flour and maida to 300 persons in the 7th block of Perambur block 35th Circle.","Tuesday, May 26, 2020",2,DMK,PERAMBUR
CHENNAI,"Provided essential food items, including medical supplies and financing for 175 families in harbour 60A circle","Tuesday, May 26, 2020",2,DMK,HARBOUR
CHENNAI,On behalf of the people of the Central Central District of Chennai Around 30 auto drivers in Kodungaiyur area 34 were given rice groceries.,"Tuesday, May 26, 2020",1,MNM,PERAMBUR
CHENNAI,On behalf of the people of the Central Central District of Chennai Around 30 auto drivers in Perambur rea 34 were given rice groceries.,"Tuesday, May 26, 2020",1,MNM,PERAMBUR
CHENNAI,Kabasurakudi neer were given to people in Tnagar,"Tuesday, May 26, 2020",2,MNM,TNAGAR
CHENNAI,"Provided 10kg rice and vegetables to 1300 families and cosecutively to 1600 familes in kumiyandi thoppu, Panayur kuppam","Tuesday, May 26, 2020",3,DMK,No Data
CHENNAI,In Tondairpet 25 laundry workers were givn Iron boxes  as 5 year celebration of admk party,"Wednesday, May 27, 2020",1,ADMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,provided relief and financial assistance to the families of the 110 loading and unloading  and barbers workers ,"Wednesday, May 27, 2020",2,DMK,No Data
CHENNAI,Rice and vegetables were provided to 40 needy families in Kolathur and periyar nagar,"Wednesday, May 27, 2020",1,MNM,KOLATHUR
CHENNAI,50+ families headed by Grocerie in Villivakam by Youth wing MNM,"Wednesday, May 27, 2020",1,MNM,VILLIVAKKAM
CHENNAI,Lunch has been provided for Visually Impaired Archive people in Tondairpet RK nagar,"Wednesday, May 27, 2020",2,TMC,DR.RADHAKRISHNAN NAGAR
CHENNAI,Opening the residence of the Tamil Nadu Housing Change Board and the Tamil Nadu Housing Board in Rs.299.28 by Hn. CM of TN,"Thursday, May 28, 2020",4.47 ,ADMK,No Data
CHENNAI,In RK nagar 200 families were given relief aid by mla Rajesh,"Thursday, May 28, 2020",2,ADMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,In royapuram kabasura kudi neer and mooligai tehneer were to given to all families through auto,"Thursday, May 28, 2020",2,ADMK,ROYAPURAM
CHENNAI,"Providing relief items including rice, pulses and vegetables to poor families in the 27th ward area of the Tambaram municipality, most affected by the curfew.","Thursday, May 28, 2020",2,DMK,TAMBARAM
CHENNAI,The coronation relief was given to 110 families in the 77th Ward Gurusamy town of Egmore.,"Thursday, May 28, 2020",2,MNM,EGMORE
CHENNAI,"Food parcels were given to vulnerable people andstreet dwellers in Ayanavaram, Perambur,otteri","Thursday, May 28, 2020",2,MNM,PERAMBUR
CHENNAI,Kabasurakudi neer were given to Traffic police in Mylapore,"Thursday, May 28, 2020",1,MNM,MYLAPORE
CHENNAI,"On behalf of the Villivakkam constituency, City Secretaries headed by Mr- @CMurugadoss T. Vijayaraj @ Sivaligam3 organized the Youth Team City Secretary Sitko B.T.Kabali to provide the public with 75 essential items including rice and groceries.","Thursday, May 28, 2020",2,MNM,VILLIVAKKAM
CHENNAI,Auto drivers near the Annasalai(25 families suffering from coronal damage) 5kg of rice and vegetables supplied.,"Thursday, May 28, 2020",1,MNM,KOLATHUR
CHENNAI,"Around 250 persons, including police and civilians, were provided with kabasura kudi neer on the main road in Alappakkam in order to prevent the corona infection.","Thursday, May 28, 2020",2,MNM,MADURAVOYAL
CHENNAI,Simple Family # Covid_19 Provided groceries for a month in order to cope with the epidemic in perambur,"Thursday, May 28, 2020",1,MNM,PERAMBUR
CHENNAI,Kabasurakudi neer were given to Postal office employees in mylapore,"Friday, May 29, 2020",1,MNM,MYLAPORE
CHENNAI,Food parcels were given to vulnerable people in Tnagar ,"Friday, May 29, 2020",2,MNM,TNAGAR
CHENNAI,presented saree and relief items to women working at the Amma Restaurant in the North West District by TG Venkatesh,"Saturday, May 30, 2020",1,ADMK,No Data
CHENNAI,Rs.5 lakhs were given as relief fund from CM relief aid to Ms. Pricilla Nurse  who died while in job ,"Saturday, May 30, 2020",1,ADMK,No Data
CHENNAI,Kabasurakudi neer were given to 750 people in Virugambakkam,"Saturday, May 30, 2020",2.45 ,MNM,VIRUGAMPAKKAM
CHENNAI,Food parcels were given to vulnerable people in Egmore,"Saturday, May 30, 2020",2,MNM,EGMORE
CHENNAI,A reward of Rs.2500 has been given to all Service of Permanent & Temporary Cleaners under Chennai Metropolitan areas,"Sunday, May 31, 2020",2,ADMK,No Data
CHENNAI,"On the event of HDBKalaignar, MLA Mr.SUbramanian arranged to provide essential commodities to the people during this Paandemic lockdown. Among 1 lakh 33 thousand people get benefit of this","Sunday, May 31, 2020",6.93 ,DMK,SAIDAPET
CHENNAI, face mask for the @MNMVirugai  Cleaners in ward 161,"Sunday, May 31, 2020",1,MNM,VELACHERY
CHENNAI,"Youth Team who provided welfare assistance on behalf of the People's Justice Party, Velachery, today @SnehanOfficial","Sunday, May 31, 2020",2,MNM,VELACHERY
CHENNAI,"At the Chief Secretariat today (1.6.2020), under the Kovit Relief and Development Scheme, I issued checks of Rs.","Monday, June 01, 2020",3.16 ,ADMK,No Data
CHENNAI,"On behalf of the Tamil Nadu Fire and Rescue Service, I launched a nine-wheeler service today to mark the launch of 25 two-wheeler services in the city of Chennai in order to clear the antiseptic in coronavirus.","Wednesday, June 03, 2020",3.00 ,ADMK,No Data
CHENNAI,"Purity workers were given rice,vegetables,groceries,saree i","Thursday, June 04, 2020",2.00 ,DMK,No Data
CHENNAI,100 people were given kabasura kudi neer,"Thursday, June 04, 2020",2.45 ,MNM,VIRUGAMPAKKAM
CHENNAI,"1 Family who sought aassitance were provide rice, grocery and essentials for 1month","Thursday, June 04, 2020",1.41 ,MNM,VIRUGAMPAKKAM
CHENNAI,Physically disabled person who sought for assitance has been provided with essential needs inkolathur,"Thursday, June 04, 2020",1.41 ,MNM,KOLATHUR
CHENNAI,10 women who sought for assitance has been provided with essential needs,"Thursday, June 04, 2020",1.73 ,MNM,VIRUGAMPAKKAM
CHENNAI,Lunch and dinner has been provided for 80 peopl eresiding in roadside,"Friday, June 05, 2020",2.00 ,MNM,VIRUGAMPAKKAM
CHENNAI,"Rice,vegetables, groceries has been provided to 4500 families","Saturday, June 06, 2020",5.48 ,DMK,No Data
CHENNAI,1972 familes in saidapet given 5kg of rice,"Saturday, June 06, 2020",4.58 ,DMK,SAIDAPET
CHENNAI,Sanitiser and facemask has been provided to people,"Saturday, June 06, 2020",2.45 ,MNM,TNAGAR
CHENNAI,Sanitiser stand has been placed in ashramam in gkm colony,"Saturday, June 06, 2020",2.45 ,MNM,KOLATHUR
CHENNAI,1 family who is daily wage worker sought for assitance has been provided with essential needs,"Saturday, June 06, 2020",1.41 ,MNM,VIRUGAMPAKKAM
CHENNAI,Sanitiser stand has been placed in fish market in chindadaripet,"Saturday, June 06, 2020",2.45 ,MNM,CHEPAUK-THIRUVALLIKENI
CHENNAI,Sanitiser stand has been placed in fish market in chindadaripet,"Saturday, June 06, 2020",2.45 ,MNM,CHEPAUK-THIRUVALLIKENI
CHENNAI,Sanitiser stand has been placed  in MYLAPORE,"Saturday, June 06, 2020",2.45 ,MNM,MYLAPORE
CHENNAI,Sanitiser stand has been placed in poonamalle,"Saturday, June 06, 2020",2.45 ,MNM,POONAMALLE
CHENNAI,Sanitiser stand has been placed   in porur,"Saturday, June 06, 2020",2.45 ,MNM,MADURAVOYAL
CHENNAI,Sanitiser stand has been placed   in NOLAMBUR,"Saturday, June 06, 2020",2.45 ,MNM,MADURAVOYAL
CHENNAI,Sanitiser stand has been placed   in hotchips,"Saturday, June 06, 2020",2.45 ,MNM,ANNA NAGAR
CHENNAI,Sanitiser stand has been placed   in MMDA,"Saturday, June 06, 2020",2.45 ,MNM,ANNA NAGAR
CHENNAI,Sanitiser stand has been placed   in MARKET,"Saturday, June 06, 2020",2.45 ,MNM,VIRUGAMPAKKAM
CHENNAI,Sanitiser stand has been placed   in saligramam,"Saturday, June 06, 2020",2.45 ,MNM,VIRUGAMPAKKAM
CHENNAI,"On behalf of the #ChennaiEastDistrictDMK, the corporation has provided 1800 families with 5 eggs each to the livelihoods of the corona curtains in the port constituency, through the management of the corporation.","Sunday, June 07, 2020",3.87 ,DMK,HARBOUR
CHENNAI,RK Nagar  42a circle people given kabasura kudineer,"Sunday, June 07, 2020",2.45 ,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,10kg rice has been given to 3280 families residing in sholinganallur,"Sunday, June 07, 2020",5.48 ,DMK,SHOZHINGANALLUR
CHENNAI,500 families in saidapet were given 5kg of rice,"Sunday, June 07, 2020",3.46 ,DMK,SAIDAPET
CHENNAI,900 familes in saidapet given 5kg of rice,"Sunday, June 07, 2020",3.74 ,DMK,SAIDAPET
CHENNAI,Lunch has been provided to people residing in Roadside ,"Sunday, June 07, 2020",2.45 ,MNM,EGMORE
CHENNAI,Face mask and kabasura kudi neer provided to people,"Sunday, June 07, 2020",2.45 ,MNM,THOUSAND LIGHTS
CHENNAI,Lunch has been provided to one person who sought assitance,"Sunday, June 07, 2020",1.41 ,MNM,VIRUGAMPAKKAM
CHENNAI,"Vegetables ,groceries has been peovided to people","Sunday, June 07, 2020",2.45 ,MNM,CHEPAUK-THIRUVALLIKENI
CHENNAI,"150 poor families were given rice,vegetables,groceries","Sunday, June 07, 2020",2.83 ,MNM,EGMORE
CHENNAI,600 Families were given vegetables in annanagar area,"Sunday, June 07, 2020",3.16 ,MNM,ANNA NAGAR
CHENNAI,Providing essential commodities including 5 kg rice and vegetables to 750 families in Chinnandi Kuppam and Inchambakkam Kuppam,"Monday, June 08, 2020",3.74 ,DMK,SHOZHINGANALLUR
CHENNAI,"498 families living in Subramaniya Mudali Street, which belongs to the 142A Circle of Saidi, have provided 5 kg of rice each","Monday, June 08, 2020",3.46 ,DMK,SAIDAPET
CHENNAI,"5 families in virugambakkam provided with rice,vegetables and groceries","Monday, June 08, 2020",1.73 ,MNM,VIRUGAMPAKKAM
CHENNAI,"60 families were provided with essential rice, vegetables, groceries ","Monday, June 08, 2020",2.00 ,MNM,VIRUGAMPAKKAM
CHENNAI,"Cholainganallur Assembly Member for 5 Kg rice in Duraipakkam TO 2500 FAMILIES, Elliyayamman Kovil Street, Ramnagar, Subpurayan Nagar, Pandiyan Nagar, Scholar Anna Nagar, Venkateswara Nagar @S_AravindRamesh They delivered","Tuesday, June 09, 2020",4.90 ,DMK,SHOZHINGANALLUR
CHENNAI,sanitiser dispenser placed in VILLIVAKKAM,"Tuesday, June 09, 2020",2.45 ,MNM,VILLIVAKKAM
CHENNAI,sanitiser dispenser placed in thiru vi ka nagar,"Tuesday, June 09, 2020",2.45 ,MNM,THIRU-VI-KA-NAGAR
CHENNAI,125000 face mask have been provided by mN raja,"Wednesday, June 10, 2020",7.75 ,BJP,No Data
CHENNAI,"1 Family who sought aassitance were provide rice, grocery and essentials for 1month","Wednesday, June 10, 2020",1.41 ,MNM,EGMORE
CHENNAI,"As part of the Kovid-19 loan scheme, I have provided loans to 7,038 persons for Rs. 3,644.15 lakh.","Friday, June 12, 2020",5.48 ,ADMK,No Data
CHENNAI,1 family in kolathur is provided with basic essential needs,"Friday, June 12, 2020",1.41 ,MNM,KOLATHUR
CHENNAI,2 families of mnm executives were given groceries and vegetables,"Saturday, June 13, 2020",1.73 ,MNM,TNAGAR
CHENNAI,"This morning Saroja K / P Raja's house was suddenly burnt and burnt in the 198 acres of the Cholanganallur block. Visit the victim's family for information and visit the victim's family When the government called on the government revenue officials to provide relief and relief, the government demanded immediate relief.","Sunday, June 14, 2020",1.41 ,DMK,SHOZHINGANALLUR
CHENNAI," At the suggestion of the MLA, Kapasura KUDI NEER was given to the public for the 71st consecutive day in the 42K Circle of RK Nagar East.","Sunday, June 14, 2020",2.45 ,DMK,DR.RADHAKRISHNAN NAGAR
CHENNAI,Facemask has been proided to people,"Sunday, June 14, 2020",2.45 ,MNM,No Data
CHENNAI,25 female auto drivers were provided dry ration in annanagar area,"Sunday, June 14, 2020",1.73 ,MNM,ANNA NAGAR
CHENNAI,sanitiser dispenser placed in kolathru,"Sunday, June 14, 2020",2.45 ,MNM,KOLATHUR
CHENNAI,Poor people residing n roads  in egmore were given essential needs,"Sunday, June 14, 2020",1.73 ,MNM,EGMORE
CHENNAI,More than 200 families living in the Radha Krishnanagar slum were given homeopathic medicines,"Sunday, June 14, 2020",2.45 ,MNM,ANNA NAGAR
CHENNAI,175 FAMILIES were provided dry ration in annanagar area,"Sunday, June 14, 2020",2.83 ,MNM,ANNA NAGAR
CHENNAI,Food provided for people residing in annanagar and arumbakkam,"Monday, June 15, 2020",1.73 ,MNM,ANNA NAGAR
CHENNAI,Face mask provided to peoplein kolathur,"Monday, June 15, 2020",2.45 ,MNM,KOLATHUR
CHENNAI,A blind person family were provided with essential needs in Egmore,"Tuesday, June 16, 2020",1.41 ,MNM,EGMORE
CHENNAI,"150 poor families were given rice,vegetables,groceries in thusandlights area","Tuesday, June 16, 2020",2.83 ,MNM,THOUSAND LIGHTS
CHENNAI,2 Families in Annanagar provided who sought assitance through phone were given Rice and other essential groceries ,"Tuesday, June 16, 2020",1.73 ,MNM,ANNA NAGAR
CHENNAI,Essential needs were provided to 60 auto drivers and daily wage workers,"Wednesday, June 17, 2020",1.73 ,MNM,No Data
kanyakumari,In 35th ward Ex-MP Davidson gave releif fund to the people,2020-01-05,3.7,DMK,NAGERCOIL
kanyakumari,Essential things where given for manakudi people,2020-02-05,3.7,DMK,NAGERCOIL
kanyakumari,In Kottaa railway station for 55 auto drivers releif fund where given,2020-02-05,2.6,DMK,NAGERCOIL
kanyakumari,In 49 ward Pattakacaliyanvilai releif fund is given for mor than 100 families,2020-02-05,3.5,DMK,NAGERCOIL
kanyakumari,In thengamathur ward provisions given because of lockdown,2020-03-05,3.7,DMK,NAGERCOIL
kanyakumari,"In Nallur S.Austin, MLA gave releif fund to people",2020-05-05,3.5,DMK,NAGERCOIL
kanyakumari,"In Anjugamam lakhsmipuram and  sangaralingapuram S.Austin, MLA gave releif fund to people",2020-08-05,3.5,DMK,NAGERCOIL
kanyakumari,"In Leepuram S.Austin, MLA gave releif fund to cleaning people",2020-08-05,2,DMK,NAGERCOIL
kanyakumari,"In Puthallam S.Austin, MLA gave releif fund to people",2020-11-05,3.7,DMK,NAGERCOIL
kanyakumari,"In Kottaiyadi puthur S.Austin, MLA gave releif fund to people",2020-12-05,3.2,DMK,NAGERCOIL
kanyakumari,In Nainaputhur releif fund is given to people,14/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,In alagapuram releif fund is given to cleaning workers,14/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,In pon manai Provisions given to mountain people ,15/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,"In Drmapuram, valluvar colony S.Austin, MLA gave releif fund to people",16/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In  thamarai kulam S.Austin, MLA gave releif fund to 169 families",18/5/2020,3.5,DMK,NAGERCOIL
kanyakumari, MLA Suresh Rajan gave releif fund to 50 Kavin nathasuvaram musicians ,19/5/2020,2,DMK,NAGERCOIL
kanyakumari,"In Tovalai S.Austin, MLA gave releif fund to people",19/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In Maharajapuram S.Austin, MLA gave releif fund to people",19/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,In alagapuram releif fund is given to people,22/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,"In peruvelai Municipal Secretary Mr. R. Mahesh gve releif fund to 400 families
",22/5/2020,4,DMK,NAGERCOIL
kanyakumari,In ward 2 MLA Suresh Rajan gave preventive medicine for corona virus to people,23/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In paingulam Women's Team Organizer Dr. Gladys Lilly gave kasura kudineer and mask to cleaning people 
",23/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,In aantithoopu releif fund is given,23/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,In Vadavesvaram releif fund is given to people,25/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,In paingulam Women's Team Organizer Dr. Gladys Lilly gave provisions to people,25/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,In ward 52 releif fund is  given ,25/5/2020,4,DMK,NAGERCOIL
kanyakumari,"In Mailaadi  S.Austin, MLA gave releif fund to people",26/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,In Karungal bus depo Women's Volunteer Organizer Mrs. Epsy Rani kept kabasura kudineer for people,26/5/2020,2,DMK,NAGERCOIL
kanyakumari,In ward 35 releif fund is given to 300 families,26/5/2020,3.7,DMK,NAGERCOIL
kanyakumari,In ward 25 releif fund is given to 300 people,28/5/2020,3.5,DMK,NAGERCOIL
kanyakumari,MLA Mano thangaraj gave releif fund to gardening people,28/5/2020,4,DMK,NAGERCOIL
kanyakumari,In ward 40 releif fund is given to 200 people,28/5/2020,3.2,DMK,NAGERCOIL
kanyakumari,In Keralapuram MLA Mano thangaraj gave hemeo medicine to people,28/5/2020,4,DMK,COLACHAL
kanyakumari,In Aiyakodu releif fund is given to 100 people,28/5/2020,2.8,DMK,PADMANABHAPURAM
kanyakumari,In ward 30 releif fund is given to  150 families,29/5/2020,3.5,DMK,COLACHAL
kanyakumari,In thikangkodu MLA Mano thangaraj gave releif fund to 100 families,31/5/2020,3.2,DMK,COLACHAL
kanyakumari,In ward 29 MLA Suresh Rajan gave releif fund to 300 families,31/5/2020,3.7,DMK,KILLIYOOR
