DISTRICT,ACTIVITY,DATE,RATINGS,PARTY,ASSEMBLY
Chennai,"Around 250 persons, including police and civilians, were provided with kabasura kudi neer on the main road in Alappakkam in order to prevent the corona infection.",28/05/2020,2,MNM,MADURAVOYAL
Chennai,Simple Family # Covid_19 Provided groceries for a month in order to cope with the epidemic in perambur,28/05/2020,1,MNM,PERAMBUR
Chennai,Kabasurakudi neer were given to Postal office employees in mylapore,29/05/2020,1,MNM,MYLAPORE
Chennai,Food parcels were given to vulnerable people in Tnagar,29/05/2020,2,MNM,TNAGAR
Chennai,presented saree and relief items to women working at the Amma Restaurant in the North West District by TG Venkatesh,30/05/2020,1,AIADMK,No Data
Chennai,Rs.5 lakhs were given as relief fund from CM relief aid to Ms. Pricilla Nurse who died while in job,30/05/2020,1,AIADMK,No Data
Chennai,Kabasurakudi neer were given to 750 people in Virugambakkam,30/05/2020,2.45 ,MNM,VIRUGAMPAKKAM
Chennai,Food parcels were given to vulnerable people in Egmore,30/05/2020,2,MNM,EGMORE
Chennai,A reward of Rs.2500 has been given to all Service of Permanent & Temporary Cleaners under Chennai Metropolitan areas,31/05/2020,2,AIADMK,No Data
Chennai,"On the event of HDBKalaignar, MLA Mr.SUbramanian arranged to provide essential commodities to the people during this Paandemic lockdown. Among 1 lakh 33 thousand people get benefit of this",31/05/2020,6.93 ,DMK,SAIDAPET
Chennai,face mask for the @MNMVirugai Cleaners in ward 161,31/05/2020,1,MNM,VELACHERY
Chennai,"Youth Team who provided welfare assistance on behalf of the People's Justice Party, Velachery, today @SnehanOfficial",31/05/2020,2,MNM,VELACHERY
Chennai,"At the Chief Secretariat today (1.6.2020), under the Kovit Relief and Development Scheme, I issued checks of Rs.",01/06/2020,3.16 ,AIADMK,No Data
Chennai,"On behalf of the Tamil Nadu Fire and Rescue Service, I launched a nine-wheeler service today to mark the launch of 25 two-wheeler services in the city of Chennai in order to clear the antiseptic in coronavirus.",03/06/2020,3.00 ,AIADMK,No Data
Chennai,"Purity workers were given rice,vegetables,groceries,saree i",04/06/2020,2.00 ,DMK,No Data
Chennai,100 people were given kabasura kudi neer,04/06/2020,2.45 ,MNM,VIRUGAMPAKKAM
Chennai,"1 Family who sought aassitance were provide rice, grocery and essentials for 1month",04/06/2020,1.41 ,MNM,VIRUGAMPAKKAM
Chennai,Physically disabled person who sought for assitance has been provided with essential needs inkolathur,04/06/2020,1.41 ,MNM,KOLATHUR
Chennai,10 women who sought for assitance has been provided with essential needs,04/06/2020,1.73 ,MNM,VIRUGAMPAKKAM
Chennai,Lunch and dinner has been provided for 80 peopl eresiding in roadside,05/06/2020,2.00 ,MNM,VIRUGAMPAKKAM
Chennai,"Rice,vegetables, groceries has been provided to 4500 families",06/06/2020,5.48 ,DMK,No Data
Chennai,1972 familes in saidapet given 5kg of rice,06/06/2020,4.58 ,DMK,SAIDAPET
Chennai,Sanitiser and facemask has been provided to people,06/06/2020,2.45 ,MNM,TNAGAR
Chennai,Sanitiser stand has been placed in ashramam in gkm colony,06/06/2020,2.45 ,MNM,KOLATHUR
Chennai,1 family who is daily wage worker sought for assitance has been provided with essential needs,06/06/2020,1.41 ,MNM,VIRUGAMPAKKAM
Chennai,Sanitiser stand has been placed in fish market in chindadaripet,06/06/2020,2.45 ,MNM,CHEPAUK-THIRUVALLIKENI
Chennai,Sanitiser stand has been placed in fish market in chindadaripet,06/06/2020,2.45 ,MNM,CHEPAUK-THIRUVALLIKENI
Chennai,Sanitiser stand has been placed in MYLAPORE,06/06/2020,2.45 ,MNM,MYLAPORE
Chennai,Sanitiser stand has been placed in poonamalle,06/06/2020,2.45 ,MNM,POONAMALLE
Chennai,Sanitiser stand has been placed in porur,06/06/2020,2.45 ,MNM,MADURAVOYAL
Chennai,Sanitiser stand has been placed in NOLAMBUR,06/06/2020,2.45 ,MNM,MADURAVOYAL
Chennai,Sanitiser stand has been placed in hotchips,06/06/2020,2.45 ,MNM,ANNA NAGAR
Chennai,Sanitiser stand has been placed in MMDA,06/06/2020,2.45 ,MNM,ANNA NAGAR
Chennai,Sanitiser stand has been placed in MARKET,06/06/2020,2.45 ,MNM,VIRUGAMPAKKAM
Chennai,Sanitiser stand has been placed in saligramam,06/06/2020,2.45 ,MNM,VIRUGAMPAKKAM
Chennai,"On behalf of the #ChennaiEastDistrictDMK, the corporation has provided 1800 families with 5 eggs each to the livelihoods of the corona curtains in the port constituency, through the management of the corporation.",07/06/2020,3.87 ,DMK,HARBOUR
Chennai,RK Nagar 42a circle people given kabasura kudineer,07/06/2020,2.45 ,DMK,DR.RADHAKRISHNAN NAGAR
Chennai,10kg rice has been given to 3280 families residing in sholinganallur,07/06/2020,5.48 ,DMK,SHOZHINGANALLUR
Chennai,500 families in saidapet were given 5kg of rice,07/06/2020,3.46 ,DMK,SAIDAPET
Chennai,900 familes in saidapet given 5kg of rice,07/06/2020,3.74 ,DMK,SAIDAPET
Chennai,Lunch has been provided to people residing in Roadside,07/06/2020,2.45 ,MNM,EGMORE
Chennai,Face mask and kabasura kudi neer provided to people,07/06/2020,2.45 ,MNM,THOUSAND LIGHTS
Chennai,Lunch has been provided to one person who sought assitance,07/06/2020,1.41 ,MNM,VIRUGAMPAKKAM
Chennai,"Vegetables ,groceries has been peovided to people",07/06/2020,2.45 ,MNM,CHEPAUK-THIRUVALLIKENI
Chennai,"150 poor families were given rice,vegetables,groceries",07/06/2020,2.83 ,MNM,EGMORE
Chennai,600 Families were given vegetables in annanagar area,07/06/2020,3.16 ,MNM,ANNA NAGAR
Chennai,Providing essential commodities including 5 kg rice and vegetables to 750 families in Chinnandi Kuppam and Inchambakkam Kuppam,08/06/2020,3.74 ,DMK,SHOZHINGANALLUR
Chennai,"498 families living in Subramaniya Mudali Street, which belongs to the 142A Circle of Saidi, have provided 5 kg of rice each",08/06/2020,3.46 ,DMK,SAIDAPET
Chennai,"5 families in virugambakkam provided with rice,vegetables and groceries",08/06/2020,1.73 ,MNM,VIRUGAMPAKKAM
Chennai,"60 families were provided with essential rice, vegetables, groceries",08/06/2020,2.00 ,MNM,VIRUGAMPAKKAM
Chennai,"Cholainganallur Assembly Member for 5 Kg rice in Duraipakkam TO 2500 FAMILIES, Elliyayamman Kovil Street, Ramnagar, Subpurayan Nagar, Pandiyan Nagar, Scholar Anna Nagar, Venkateswara Nagar @S_AravindRamesh They delivered",09/06/2020,4.90 ,DMK,SHOZHINGANALLUR
Chennai,sanitiser dispenser placed in VILLIVAKKAM,09/06/2020,2.45 ,MNM,VILLIVAKKAM
Chennai,sanitiser dispenser placed in thiru vi ka nagar,09/06/2020,2.45 ,MNM,THIRU-VI-KA-NAGAR
Chennai,125000 face mask have been provided by mN raja,10/06/2020,7.75 ,BJP TN,No Data
Chennai,"1 Family who sought aassitance were provide rice, grocery and essentials for 1month",10/06/2020,1.41 ,MNM,EGMORE
Chennai,"As part of the Kovid-19 loan scheme, I have provided loans to 7,038 persons for Rs. 3,644.15 lakh.",12/06/2020,5.48 ,AIADMK,No Data
Chennai,1 family in kolathur is provided with basic essential needs,12/06/2020,1.41 ,MNM,KOLATHUR
Chennai,2 families of mnm executives were given groceries and vegetables,13/06/2020,1.73 ,MNM,TNAGAR
Chennai,"This morning Saroja K / P Raja's house was suddenly burnt and burnt in the 198 acres of the Cholanganallur block. Visit the victim's family for information and visit the victim's family When the government called on the government revenue officials to provide relief and relief, the government demanded immediate relief.",14/06/2020,1.41 ,DMK,SHOZHINGANALLUR
Chennai,"At the suggestion of the MLA, Kapasura KUDI NEER was given to the public for the 71st consecutive day in the 42K Circle of RK Nagar East.",14/06/2020,2.45 ,DMK,DR.RADHAKRISHNAN NAGAR
Chennai,Facemask has been proided to people,14/06/2020,2.45 ,MNM,No Data
Chennai,25 female auto drivers were provided dry ration in annanagar area,14/06/2020,1.73 ,MNM,ANNA NAGAR
Chennai,sanitiser dispenser placed in kolathru,14/06/2020,2.45 ,MNM,KOLATHUR
Chennai,Poor people residing n roads in egmore were given essential needs,14/06/2020,1.73 ,MNM,EGMORE
Chennai,More than 200 families living in the Radha Krishnanagar slum were given homeopathic medicines,14/06/2020,2.45 ,MNM,ANNA NAGAR
Chennai,175 FAMILIES were provided dry ration in annanagar area,14/06/2020,2.83 ,MNM,ANNA NAGAR
Chennai,Food provided for people residing in annanagar and arumbakkam,15/06/2020,1.73 ,MNM,ANNA NAGAR
Chennai,Face mask provided to peoplein kolathur,15/06/2020,2.45 ,MNM,KOLATHUR
Chennai,A blind person family were provided with essential needs in Egmore,16/06/2020,1.41 ,MNM,EGMORE
Chennai,"150 poor families were given rice,vegetables,groceries in thusandlights area",16/06/2020,2.83 ,MNM,THOUSAND LIGHTS
Chennai,2 Families in Annanagar provided who sought assitance through phone were given Rice and other essential groceries,16/06/2020,1.73 ,MNM,ANNA NAGAR
Chennai,Essential needs were provided to 60 auto drivers and daily wage workers,17/06/2020,1.73 ,MNM,No Data
kanyakumari,In 35th ward Ex-MP Davidson gave releif fund to the people,05/01/2020,3.7,DMK,NAGERCOIL
kanyakumari,Essential things where given for manakudi people,05/02/2020,3.7,DMK,NAGERCOIL
kanyakumari,In Kottaa railway station for 55 auto drivers releif fund where given,05/02/2020,2.6,DMK,NAGERCOIL
kanyakumari,In 49 ward Pattakacaliyanvilai releif fund is given for mor than 100 families,05/02/2020,3.5,DMK,NAGERCOIL
kanyakumari,In thengamathur ward provisions given because of lockdown,05/03/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In Nallur S.Austin, MLA gave releif fund to people",05/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,"In Anjugamam lakhsmipuram and sangaralingapuram S.Austin, MLA gave releif fund to people",05/08/2020,3.5,DMK,NAGERCOIL
kanyakumari,"In Leepuram S.Austin, MLA gave releif fund to cleaning people",05/08/2020,2,DMK,NAGERCOIL
kanyakumari,"In Puthallam S.Austin, MLA gave releif fund to people",05/11/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In Kottaiyadi puthur S.Austin, MLA gave releif fund to people",05/12/2020,3.2,DMK,NAGERCOIL
kanyakumari,In Nainaputhur releif fund is given to people,14/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,In alagapuram releif fund is given to cleaning workers,14/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,In pon manai Provisions given to mountain people,15/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,"In Drmapuram, valluvar colony S.Austin, MLA gave releif fund to people",16/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In thamarai kulam S.Austin, MLA gave releif fund to 169 families",18/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,MLA Suresh Rajan gave releif fund to 50 Kavin nathasuvaram musicians,19/05/2020,2,DMK,NAGERCOIL
kanyakumari,"In Tovalai S.Austin, MLA gave releif fund to people",19/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,"In Maharajapuram S.Austin, MLA gave releif fund to people",19/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,In alagapuram releif fund is given to people,22/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,In peruvelai Municipal Secretary Mr. R. Mahesh gve releif fund to 400 families,22/05/2020,4,DMK,NAGERCOIL
kanyakumari,In ward 2 MLA Suresh Rajan gave preventive medicine for corona virus to people,23/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,In paingulam Women's Team Organizer Dr. Gladys Lilly gave kasura kudineer and mask to cleaning people,23/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,In aantithoopu releif fund is given,23/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,In Vadavesvaram releif fund is given to people,25/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,In paingulam Women's Team Organizer Dr. Gladys Lilly gave provisions to people,25/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,In ward 52 releif fund is given,25/05/2020,4,DMK,NAGERCOIL
kanyakumari,"In Mailaadi S.Austin, MLA gave releif fund to people",26/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,In Karungal bus depo Women's Volunteer Organizer Mrs. Epsy Rani kept kabasura kudineer for people,26/05/2020,2,DMK,NAGERCOIL
kanyakumari,In ward 35 releif fund is given to 300 families,26/05/2020,3.7,DMK,NAGERCOIL
kanyakumari,In ward 25 releif fund is given to 300 people,28/05/2020,3.5,DMK,NAGERCOIL
kanyakumari,MLA Mano thangaraj gave releif fund to gardening people,28/05/2020,4,DMK,NAGERCOIL
kanyakumari,In ward 40 releif fund is given to 200 people,28/05/2020,3.2,DMK,NAGERCOIL
kanyakumari,In Keralapuram MLA Mano thangaraj gave hemeo medicine to people,28/05/2020,4,DMK,COLACHAL
kanyakumari,In Aiyakodu releif fund is given to 100 people,28/05/2020,2.8,DMK,PADMANABHAPURAM
kanyakumari,In ward 30 releif fund is given to 150 families,29/05/2020,3.5,DMK,COLACHAL
kanyakumari,In thikangkodu MLA Mano thangaraj gave releif fund to 100 families,31/05/2020,3.2,DMK,COLACHAL
kanyakumari,In ward 29 MLA Suresh Rajan gave releif fund to 300 families,31/05/2020,3.7,DMK,KILLIYOOR
kanyakumari,In Simon nagar MLA Suresh Rajan gave releif fund to 200 families,31/05/2020,3.5,DMK,PADMANABHAPURAM
kanyakumari,In 33 ward On behalf of M. Karunanidhi birthday they gave releif fund to 150 families,06/05/2020,3.5,DMK,COLACHAL
kanyakumari,In 37 ward On behalf of M. Karunanidhi birthday they gave Sweets and kabasura kudineer to people,06/05/2020,4.5,DMK,PADMANABHAPURAM
kanyakumari,Distributed food materials to the needy people's in Keelkuzham Town Panchayat,05/01/2020,3.7,INC TN,KILLIYOOR
kanyakumari,Distributed food materials to the needy people's in Manjathoopu Kollencode Town Panchayat,05/02/2020,3.5,INC TN,KILLIYOOR
kanyakumari,Distributed food materials to the needy people's in Kirathoor Kollencode Town Panchayat,05/02/2020,3.7,INC TN,KILLIYOOR
kanyakumari,Distributed food materials to the needy people's and workers of Palloor Village Panchayat,05/03/2020,3.7,INC TN,COLACHAL
kanyakumari,"Distributed food materials to the needy People's in Thoothoor Village Panchayat, Eraumanthurai Jamath People's & Karungal Town Panchayat",05/07/2020,3.7,INC TN,No Data
kanyakumari,Distributed food materials to the workers & needy peoples of Nadaikavu Village Panchayat & ezhuthesam town panchayat,05/09/2020,3.5,INC TN,No Data
kanyakumari,Distributed food materials to the needy people's on behalf of kannayakumari west district Congress committee,21/05/2020,3.7,INC TN,No Data
kanyakumari,Distributed food materials to the needy people's in Padmanabhaburam municipality,21/05/2020,3.7,INC TN,No Data
kanyakumari,Distributed food materials to the needy People's in Old age home on Behalf of Kanayakumari West District Congress Committee,21/05/2020,3.5,INC TN,No Data
kanyakumari,Distributed food materials to the needy People's in Midalam Village Panchayat,06/05/2020,4.6,INC TN,No Data
kanyakumari,Secretary of the Corporation thiru Oliver das gave releif fund to 90 people,13/06/2020,3.2,DMK,KILLIYOOR
kanyakumari,Austin MLA gave releif fund to auto drivers,14/06/2021,3,DMK,PADMANABHAPURAM
kanyakumari,On behalf of M. Karunanidhi birthday Gladis lilly gave lunch to old age home people,15/06/2020,2.6,DMK,COLACHAL
kanyakumari,Delhi Special Representative Thiru N Thalavaai gave 5kg rice to 800people,15/06/2020,3.8,AIADMK,KILLIYOOR
kanyakumari,In 35th ward Ex-MP Davidson gave releif fund to the people,05/01/2020,3.7,DMK,KILLIYOOR
kanyakumari,Essential things where given for manakudi people,05/02/2020,3.7,DMK,VILAVANCODE
kanyakumari,In Kottaa railway station for 55 auto drivers releif fund where given,05/02/2020,2.6,DMK,KILLIYOOR
kanyakumari,In 49 ward Pattakacaliyanvilai releif fund is given for mor than 100 families,05/02/2020,3.5,DMK,COLACHAL
kanyakumari,In thengamathur ward provisions given because of lockdown,05/03/2020,3.7,DMK,VILAVANCODE
kanyakumari,"In Nallur S.Austin, MLA gave releif fund to people",05/05/2020,3.5,DMK,PADMANABHAPURAM
kanyakumari,"In Anjugamam lakhsmipuram and sangaralingapuram S.Austin, MLA gave releif fund to people",05/08/2020,3.5,DMK,VILAVANCODE
kanyakumari,"In Leepuram S.Austin, MLA gave releif fund to cleaning people",05/08/2020,2,DMK,KILLIYOOR
kanyakumari,"In Puthallam S.Austin, MLA gave releif fund to people",05/11/2020,3.7,DMK,PADMANABHAPURAM
kanyakumari,"In Kottaiyadi puthur S.Austin, MLA gave releif fund to people",05/12/2020,3.2,DMK,VILAVANCODE
kanyakumari,In Nainaputhur releif fund is given to people,14/05/2020,3.7,DMK,KILLIYOOR
kanyakumari,In alagapuram releif fund is given to cleaning workers,14/05/2020,3.5,DMK,PADMANABHAPURAM
kanyakumari,In pon manai Provisions given to mountain people,15/05/2020,3.5,DMK,COLACHAL
